{'#8': [33.3, 17.2, 34.4, 4.3, 7.5, 2.2, None, 1.1, None, None, None, None, None, None, None], '#3': 108, '#2': 'ALS', '#1': 'Intro to Agr & Applied Econ', '#7': 3.283, '#6': 93, '#5': '001', '#4': '215'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 742, '#2': 'EDU', '#1': 'Research or Thesis', '#7': None, '#6': 1, '#5': '030', '#4': '999'}
{'#8': [94.4, 5.6, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 939, '#2': 'EDU', '#1': 'Health Care: Intrdis Appr', '#7': 3.972, '#6': 18, '#5': '001', '#4': '105'}
{'#8': [49.4, 30.0, 13.0, 4.0, 1.6, 1.6, None, None, None, None, None, None, 0.4, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intro-Theatre & Dramatic Lit', '#7': 3.568, '#6': 247, '#5': '001', '#4': '120'}
{'#8': [81.8, 9.1, 9.1, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Voice Training', '#7': 3.864, '#6': 11, '#5': '001', '#4': '140'}
{'#8': [87.5, None, 6.3, None, None, 6.3, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Voice Training', '#7': 3.75, '#6': 16, '#5': '001', '#4': '150'}
{'#8': [78.9, 10.5, 5.3, 5.3, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Voice Training', '#7': 3.816, '#6': 19, '#5': '002', '#4': '150'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Voice Training', '#7': 4.0, '#6': 20, '#5': '003', '#4': '150'}
{'#8': [94.7, None, None, None, None, None, 5.3, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Voice Training', '#7': 3.789, '#6': 19, '#5': '004', '#4': '150'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Voice Training', '#7': 4.0, '#6': 21, '#5': '005', '#4': '150'}
{'#8': [87.5, 12.5, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Voice Training', '#7': 3.938, '#6': 16, '#5': '006', '#4': '150'}
{'#8': [64.7, 29.4, 5.9, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Voice Training', '#7': 3.794, '#6': 17, '#5': '010', '#4': '150'}
{'#8': [90.5, 4.8, None, 4.8, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intro to Stage Production', '#7': 3.905, '#6': 21, '#5': '001', '#4': '160'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intro to Stage Production', '#7': None, '#6': 3, '#5': '001', '#4': '161'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intro to Stage Production', '#7': None, '#6': 2, '#5': '002', '#4': '161'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intro to Stage Production', '#7': None, '#6': 2, '#5': '003', '#4': '161'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intro to Stage Production', '#7': 4.0, '#6': 6, '#5': '004', '#4': '161'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intro to Stage Production', '#7': 4.0, '#6': 6, '#5': '005', '#4': '161'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intro to Stage Production', '#7': None, '#6': 2, '#5': '006', '#4': '161'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Backstage Laboratory I', '#7': 4.0, '#6': 7, '#5': '001', '#4': '162'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Backstage Laboratory I', '#7': 4.0, '#6': 6, '#5': '002', '#4': '162'}
{'#8': [50.0, 50.0, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intermediate Voice Training', '#7': 3.75, '#6': 6, '#5': '001', '#4': '240'}
{'#8': [71.4, 14.3, 14.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intermediate Voice Training', '#7': 3.786, '#6': 14, '#5': '001', '#4': '250'}
{'#8': [80.0, 10.0, None, None, None, None, 10.0, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Intermediate Voice Training', '#7': 3.55, '#6': 10, '#5': '002', '#4': '250'}
{'#8': [22.2, 11.1, 44.4, 11.1, None, 11.1, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Fund-Stage Lighting Technology', '#7': 3.0, '#6': 9, '#5': '001', '#4': '266'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Directed Study', '#7': None, '#6': 1, '#5': '038', '#4': '299'}
{'#8': [25.0, 37.5, 12.5, None, 12.5, None, None, None, None, None, None, None, 12.5, None, None], '#3': 942, '#2': 'EDU', '#1': 'History: Stage Costume', '#7': 3.357, '#6': 8, '#5': '001', '#4': '327'}
{'#8': [75.0, 12.5, None, None, 12.5, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Acting Realism', '#7': 3.688, '#6': 8, '#5': '001', '#4': '350'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Acting Realism', '#7': 4.0, '#6': 19, '#5': '001', '#4': '357'}
{'#8': [88.9, 11.1, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Acting Realism', '#7': 3.944, '#6': 18, '#5': '002', '#4': '357'}
{'#8': [56.3, 12.5, 25.0, None, None, 6.3, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Acting Realism', '#7': 3.5, '#6': 16, '#5': '003', '#4': '357'}
{'#8': [90.9, None, None, None, None, None, None, None, None, None, None, None, 9.1, None, None], '#3': 942, '#2': 'EDU', '#1': 'Backstage Laboratory II', '#7': 4.0, '#6': 11, '#5': '001', '#4': '361'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Backstage Laboratory II', '#7': 4.0, '#6': 11, '#5': '001', '#4': '362'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Backstage Laboratory II', '#7': None, '#6': 4, '#5': '002', '#4': '362'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Prin&Pract-Stage Costume Dsgn', '#7': None, '#6': 2, '#5': '001', '#4': '363'}
{'#8': [50.0, 25.0, None, 12.5, None, None, None, None, None, None, None, None, 12.5, None, None], '#3': 942, '#2': 'EDU', '#1': 'Prin&Pract-Stage Costume Dsgn', '#7': 3.667, '#6': 8, '#5': '001', '#4': '366'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Prin&Pract-Stage Costume Dsgn', '#7': None, '#6': 5, '#5': '002', '#4': '366'}
{'#8': [16.7, 55.6, 16.7, 11.1, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Fundamentals of Directing', '#7': 3.389, '#6': 18, '#5': '001', '#4': '368'}
{'#8': [60.0, 40.0, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Set Design I', '#7': 3.8, '#6': 10, '#5': '001', '#4': '372'}
{'#8': [66.7, 20.0, 6.7, None, 6.7, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Theatre for Young Audiences', '#7': 3.7, '#6': 15, '#5': '001', '#4': '426'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Musical Performnc for Actor', '#7': 4.0, '#6': 17, '#5': '001', '#4': '440'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Costume Technology Topics', '#7': None, '#6': 4, '#5': '001', '#4': '464'}
{'#8': [28.6, 28.6, 14.3, None, None, None, None, 14.3, None, None, None, None, 14.3, None, None], '#3': 942, '#2': 'EDU', '#1': 'Stage Lighting Design II', '#7': 3.588, '#6': 7, '#5': '001', '#4': '466'}
{'#8': [None, 14.3, None, None, 14.3, None, None, 71.4, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Interdis Studies in the Arts', '#7': 2.75, '#6': 7, '#5': '001', '#4': '469'}
{'#8': [93.3, 6.7, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Theatres-China & Japan', '#7': 3.967, '#6': 15, '#5': '001', '#4': '526'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Backstage Laboratory III', '#7': 4.0, '#6': 15, '#5': '001', '#4': '561'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Costume Design II', '#7': None, '#6': 1, '#5': '001', '#4': '563'}
{'#8': [83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Advanced Stagecraft', '#7': 3.917, '#6': 6, '#5': '001', '#4': '570'}
{'#8': [87.5, None, 12.5, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Adv Concepts Stage Management', '#7': 3.875, '#6': 8, '#5': '001', '#4': '579'}
{'#8': [81.3, 6.3, None, None, 6.3, None, 6.3, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Adv Concepts Stage Management', '#7': 3.594, '#6': 16, '#5': '001', '#4': '619'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Adv Concepts Stage Management', '#7': None, '#6': 5, '#5': '002', '#4': '619'}
{'#8': [94.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.9], '#3': 942, '#2': 'EDU', '#1': 'Adv Concepts Stage Management', '#7': 4.0, '#6': 17, '#5': '003', '#4': '619'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Specl Topics-Theatre&Drama', '#7': None, '#6': 3, '#5': '001', '#4': '661'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Specl Topics-Theatre&Drama', '#7': None, '#6': 1, '#5': '002', '#4': '661'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Specl Topics-Theatre&Drama', '#7': None, '#6': 3, '#5': '003', '#4': '661'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Specl Topics-Theatre&Drama', '#7': None, '#6': 1, '#5': '004', '#4': '661'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Advanced Production Practicum', '#7': None, '#6': 1, '#5': '002', '#4': '682'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Advanced Production Practicum', '#7': None, '#6': 1, '#5': '032', '#4': '682'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Senior Honors Thesis', '#7': None, '#6': 2, '#5': '031', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Senior Honors Thesis', '#7': None, '#6': 1, '#5': '035', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Senior Honors Thesis', '#7': None, '#6': 2, '#5': '036', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Costume Design III', '#7': None, '#6': 2, '#5': '001', '#4': '763'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Costume Design III', '#7': None, '#6': 3, '#5': '001', '#4': '911'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Costume Design III', '#7': None, '#6': 2, '#5': '002', '#4': '911'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Smr-Probs in Theatre&Drama', '#7': None, '#6': 5, '#5': '003', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Smr-Probs in Theatre&Drama', '#7': None, '#6': 1, '#5': '019', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 942, '#2': 'EDU', '#1': 'Smr-Probs in Theatre&Drama', '#7': None, '#6': 1, '#5': '036', '#4': '990'}
{'#8': [77.8, 22.2, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Cooperative Education Program', '#7': 3.889, '#6': 9, '#5': '001', '#4': '1'}
{'#8': [54.5, 30.0, 12.7, 2.7, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'BME Fundamentals & Design', '#7': 3.682, '#6': 110, '#5': '001', '#4': '201'}
{'#8': [49.3, 43.7, 7.0, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Biomed Engineering Design', '#7': 3.711, '#6': 71, '#5': '001', '#4': '301'}
{'#8': [51.3, 35.0, 6.3, 6.3, 1.3, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Bioinstrumentation', '#7': 3.644, '#6': 80, '#5': '001', '#4': '310'}
{'#8': [19.0, 28.6, 28.6, 9.5, 14.3, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Biomechanics', '#7': 3.143, '#6': 21, '#5': '001', '#4': '315'}
{'#8': [8.3, 8.3, 25.0, 33.3, 25.0, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Intro Transport Phenomena', '#7': 2.708, '#6': 12, '#5': '001', '#4': '320'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Intro Transport Phenomena', '#7': None, '#6': 1, '#5': '053', '#4': '389'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Intro Transport Phenomena', '#7': None, '#6': 1, '#5': '110', '#4': '389'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 2, '#5': '021', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 1, '#5': '028', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 1, '#5': '031', '#4': '399'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': 4.0, '#6': 6, '#5': '034', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 3, '#5': '037', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 1, '#5': '039', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 4, '#5': '046', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 2, '#5': '047', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 3, '#5': '051', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 1, '#5': '053', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 2, '#5': '055', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 3, '#5': '057', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 2, '#5': '058', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 4, '#5': '059', '#4': '399'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': 4.0, '#6': 6, '#5': '073', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 2, '#5': '080', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 3, '#5': '089', '#4': '399'}
{'#8': [83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': 3.9, '#6': 6, '#5': '092', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 207, '#2': 'EGR', '#1': 'Honors in Research', '#7': None, '#6': 3, '#5': '093', '#4': '399'}
